id,Total nitrogen value,location,sample date,measure
3278752,1.192,Boonsri,9-Sep-16,Total nitrogen
3279732,1.066,Boonsri,9-Sep-16,Total nitrogen
3280637,1.18,Boonsri,9-Sep-16,Total nitrogen
3281578,1.36,Somchair,9-Sep-16,Total nitrogen
3282577,1.18,Busarakhan,9-Sep-16,Total nitrogen
3283261,1.383,Decha,12-Sep-16,Total nitrogen
3283763,1.28,Achara,16-Sep-16,Total nitrogen
3294213,1.4,Chai,16-Sep-16,Total nitrogen
3295434,1.48,Chai,16-Sep-16,Total nitrogen
3296518,1.58,Chai,16-Sep-16,Total nitrogen
3300563,1.38,Kannika,16-Sep-16,Total nitrogen
3301128,1.31,Kannika,16-Sep-16,Total nitrogen
3301695,1.4,Kannika,16-Sep-16,Total nitrogen
3281620,2.03,Somchair,17-Sep-16,Total nitrogen
3282618,1.66,Busarakhan,17-Sep-16,Total nitrogen
3283274,1.178,Decha,17-Sep-16,Total nitrogen
3278786,1.214,Boonsri,22-Sep-16,Total nitrogen
3279765,1.138,Boonsri,22-Sep-16,Total nitrogen
3280670,1.154,Boonsri,22-Sep-16,Total nitrogen
3305445,2.994,Kohsoom,22-Sep-16,Total nitrogen
3281638,1.263,Somchair,24-Sep-16,Total nitrogen
3282636,1.124,Busarakhan,24-Sep-16,Total nitrogen
3294234,1.16,Chai,25-Sep-16,Total nitrogen
3295463,1.19,Chai,25-Sep-16,Total nitrogen
3296539,1.26,Chai,25-Sep-16,Total nitrogen
3302290,1.467,Sakda,1-Oct-16,Total nitrogen
3302825,1.371,Sakda,1-Oct-16,Total nitrogen
3303360,1.462,Sakda,1-Oct-16,Total nitrogen
3300611,1.635,Kannika,2-Oct-16,Total nitrogen
3301176,1.614,Kannika,2-Oct-16,Total nitrogen
3301743,1.693,Kannika,2-Oct-16,Total nitrogen
3278835,1.512,Boonsri,6-Oct-16,Total nitrogen
3294264,1.45,Chai,8-Oct-16,Total nitrogen
3295505,1.47,Chai,8-Oct-16,Total nitrogen
3296569,1.51,Chai,8-Oct-16,Total nitrogen
3283309,1.135,Decha,14-Oct-16,Total nitrogen
3281676,1.41,Somchair,15-Oct-16,Total nitrogen
3282674,1.36,Busarakhan,15-Oct-16,Total nitrogen
3283340,1.793,Decha,17-Oct-16,Total nitrogen
3278868,1.108,Boonsri,20-Oct-16,Total nitrogen
3279836,1.273,Boonsri,20-Oct-16,Total nitrogen
3280741,1.462,Boonsri,20-Oct-16,Total nitrogen
3294313,1.56,Chai,20-Oct-16,Total nitrogen
3295565,1.49,Chai,20-Oct-16,Total nitrogen
3296618,1.66,Chai,20-Oct-16,Total nitrogen
3291751,2.676,Tansanee,21-Oct-16,Total nitrogen
3305488,2.252,Kohsoom,21-Oct-16,Total nitrogen
3283801,0.93,Achara,22-Oct-16,Total nitrogen
3281724,1.229,Somchair,27-Oct-16,Total nitrogen
3282721,1.212,Busarakhan,27-Oct-16,Total nitrogen
3302335,1.72,Sakda,4-Nov-16,Total nitrogen
3302870,1.702,Sakda,4-Nov-16,Total nitrogen
3303405,1.748,Sakda,4-Nov-16,Total nitrogen
3278919,2.426,Boonsri,5-Nov-16,Total nitrogen
3294352,1.73,Chai,11-Nov-16,Total nitrogen
3295625,1.84,Chai,11-Nov-16,Total nitrogen
3296657,1.87,Chai,11-Nov-16,Total nitrogen
3300659,1.604,Kannika,11-Nov-16,Total nitrogen
3301225,1.563,Kannika,11-Nov-16,Total nitrogen
3301792,1.623,Kannika,11-Nov-16,Total nitrogen
3281758,1.123,Somchair,12-Nov-16,Total nitrogen
3282755,0.981,Busarakhan,12-Nov-16,Total nitrogen
3291788,2.711,Tansanee,12-Nov-16,Total nitrogen
3278948,2.124,Boonsri,17-Nov-16,Total nitrogen
3283347,1.835,Decha,17-Nov-16,Total nitrogen
3305532,3.923,Kohsoom,18-Nov-16,Total nitrogen
3283844,1.27,Achara,19-Nov-16,Total nitrogen
3294392,1.718,Chai,19-Nov-16,Total nitrogen
3295672,1.738,Chai,19-Nov-16,Total nitrogen
3296695,1.737,Chai,19-Nov-16,Total nitrogen
3283360,1.321,Decha,20-Nov-16,Total nitrogen
3281803,1.92,Somchair,25-Nov-16,Total nitrogen
3282799,1.54,Busarakhan,25-Nov-16,Total nitrogen
3300706,1.531,Kannika,2-Dec-16,Total nitrogen
3301272,1.512,Kannika,2-Dec-16,Total nitrogen
3301839,1.548,Kannika,2-Dec-16,Total nitrogen
3302378,1.579,Sakda,2-Dec-16,Total nitrogen
3302913,1.517,Sakda,2-Dec-16,Total nitrogen
3303448,1.582,Sakda,2-Dec-16,Total nitrogen
3278999,1.878,Boonsri,3-Dec-16,Total nitrogen
3294423,1.55,Chai,3-Dec-16,Total nitrogen
3295716,1.5,Chai,3-Dec-16,Total nitrogen
3296726,1.49,Chai,3-Dec-16,Total nitrogen
3281833,2.43,Somchair,8-Dec-16,Total nitrogen
3282829,2.13,Busarakhan,8-Dec-16,Total nitrogen
3291825,4.183,Tansanee,8-Dec-16,Total nitrogen
3294462,1.83,Chai,9-Dec-16,Total nitrogen
3295760,1.83,Chai,9-Dec-16,Total nitrogen
3296765,1.81,Chai,9-Dec-16,Total nitrogen
3279025,1.518,Boonsri,10-Dec-16,Total nitrogen
3279930,1.68,Boonsri,10-Dec-16,Total nitrogen
3280835,1.692,Boonsri,10-Dec-16,Total nitrogen
3283881,1.35,Achara,10-Dec-16,Total nitrogen
3305575,2.165,Kohsoom,12-Dec-16,Total nitrogen
3283396,2.354,Decha,16-Dec-16,Total nitrogen
3281873,1.91,Somchair,17-Dec-16,Total nitrogen
3282869,1.26,Busarakhan,17-Dec-16,Total nitrogen
3283424,1.576,Decha,23-Dec-16,Total nitrogen
